# h                    #cell      L2_error           #iteration      condition_number     assemble[s]            solve[s]
3.535533910000000e-01  17496  1.821919796244588e+01  14  2.600345397959547e+00  1.022367258700000e+01  5.679947789999999e-01
2.500000000000000e-01  20856  1.470460669933443e+01  16  3.664012010935241e+00  1.311238179600000e+01  6.763532610000000e-01
1.767766950000000e-01  28264  1.126669482811487e+01  19  5.874090261622966e+00  1.853214118200000e+01  1.102742342000000e+00
1.250000000000000e-01  59030  6.845301966351618e+00  22  8.116680943414014e+00  4.379885230200000e+01  5.414287502000000e+00
8.838834800000001e-02  169549  3.367310415662844e+00  24  1.203783067717670e+01  1.282745891400000e+02  1.401811484500000e+01
6.250000000000000e-02  445496  1.751542268870875e+00  27  1.634628665048595e+01  3.060141345020000e+02  2.782816869900000e+01
4.420000000000000e-02  1270577  8.577982632736276e-01  32  2.417371655519580e+01  7.782886796820000e+02  8.386802419300000e+01
