# h                    #cell      L2_error           #iteration      condition_number     assemble[s]            solve[s]
3.535533910000000e-01  17496  1.821919796244502e+01  15  6.401680744295009e+00  1.568425430200000e+01  8.467935760000000e-01
2.500000000000000e-01  20856  1.470460669933486e+01  18  1.002360483983122e+01  1.748751497100000e+01  1.088195953000000e+00
1.767766950000000e-01  28264  1.126669482811480e+01  24  3.628171205598707e+01  2.360699454400000e+01  2.062622190000000e+00
1.250000000000000e-01  59030  6.845301966351784e+00  29  4.619355690591325e+01  5.053455509100000e+01  7.643822802000000e+00
8.838834800000001e-02  169549  3.367310415662875e+00  45  7.694200009941780e+01  1.435597741770000e+02  2.640483188300000e+01
