# h                    #cell      L2_error           #iteration      condition_number     assemble[s]            solve[s]
2.500000000000000e-01  20856  1.976262583364986e-323  78  1.938991901187954e+02  2.348257697000000e+00  3.433224090000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.579260120000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.733080480000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.798497930000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.755978600000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.784492720000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.798360960000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.675432590000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.676457340000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.716666150000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.682040800000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.697351910000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.641016630000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.622681260000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.674286760000000e-01
1.767766950000000e-01  28264  1.976262583364986e-323  143  5.908944563249580e+02  5.248331325000000e+00  4.638958970000000e-01
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  1.718744981000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.606677743000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.030025796000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.574101754000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.035596247000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.064455484000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.118788093000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.094856933000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.452335285000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.067479399000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.131947825000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.509445661000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.129648649000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.195891893000000e+00
1.250000000000000e-01  59030  1.976262583364986e-323  213  1.612096561961472e+03  9.459652561000000e+00  2.156522699000000e+00
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  1.025216899900000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  7.945621224000000e+00
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  8.531263167000001e+00
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  8.161382351000000e+00
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  8.756027821000000e+00
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  8.236205120999999e+00
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  9.600284082000000e+00
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  1.477749852100000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  1.260970876500000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  1.149511207700000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  1.560818119500000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  1.332897489200000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  1.132051139200000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  1.287007073300000e+01
8.838834800000001e-02  169549  1.976262583364986e-323  363  4.793792218987351e+03  2.748890746900000e+01  8.288876877000000e+00
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.506463346900000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  3.136191230800000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.899348787900000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  3.184466060200000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  3.051306678700000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.917444177300000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.800413455900000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.877114359600000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.810966936200000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.843913373800000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  4.129730777900000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  3.412469306200000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  3.596914299800000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.797995582300000e+01
6.250000000000000e-02  445496  1.976262583364986e-323  549  1.434872061179637e+04  7.519504947700000e+01  2.787340196200000e+01
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.232729113920000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.316643779610000e+02
4.420000000000000e-02  1270577  1.976262583364986e-323  980  3.709079692104183e+04  2.132113982540000e+02  1.265646782250000e+02
