# h                    #cell      L2_error           #iteration      condition_number     assemble[s]            solve[s]
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  1.086155779000000e+00
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  1.067876904000000e+00
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  1.247204517000000e+00
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  1.023411119000000e+00
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  9.996995420000000e-01
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  9.796426770000000e-01
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  9.801827530000000e-01
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  1.106681256000000e+00
2.500000000000000e-01  20856  0.000000000000000e+00  11  1.882296502937631e+00  5.218917251000000e+00  1.123152306000000e+00

1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.487639835000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.500541143000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.508380220000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.496530262000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.487286863000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.493699864000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.495548911000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.517950809000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.599574139000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.601505240000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.598594805000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.605604652000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.597448683000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.602204472000000e+00
1.767766950000000e-01  28264  0.000000000000000e+00  15  2.696762537886388e+00  6.861346184000000e+00  1.600253367000000e+00

