# h                    #cell      L2_error           #iteration      condition_number     assemble[s]            solve[s]
3.535533910000000e-01  17496  1.821919796244805e+01  14  1.355432759585433e+01  7.739836459000000e+00  1.423349138000000e+00
2.500000000000000e-01  20856  1.470460669932149e+01  35  3.778033503077647e+01  9.160160008000000e+00  1.471262554000000e+00
1.767766950000000e-01  28264  1.126669482811043e+01  64  9.600272756787834e+01  1.281345710600000e+01  1.637706100000000e+00
1.250000000000000e-01  59030  6.845301966355342e+00  85  1.795241041298817e+02  2.588923911200000e+01  4.804585539000000e+00
8.838834800000001e-02  169549  3.367310415662358e+00  147  5.467295052600781e+02  7.477304128400000e+01  1.744077749000000e+01
6.250000000000000e-02  445496  1.751542268898301e+00  295  5.926352598940315e+03  1.926121536750000e+02  7.197065017800000e+01
